Listing Site Data[Product Name],Listing Site Data[Categories],Listing Site Data[Average Position],Listing Site Data[Clicks],Listing Site Data[Leads],Listing Site Data[Money Spent ($)],Listing Site Data[Channel],Listing Site Data[Location],Listing Site Data[Prospects],Listing Site Data[Paid],Listing Site Data[Paid Date],Listing Site Data[Date of report],Listing Site Data[Month],Listing Site Data[monthno],Listing Site Data[Monthrank],Listing Site Data[weekenddate],Listing Site Data[weeknum],Listing Site Data[weekstartdate],Listing Site Data[weekrank]
"Omnify","Reservations","13","1","","2","GetApp","AUSTRALIA","","0","","08-11-2020 0:00:00","Nov","11","3","01-11-2020 0:00:00","46","02-11-2020 0:00:00","4"
"Omnify","Membership Management","7","1","","2","Capterra","AUSTRALIA","","0","","09-11-2020 0:00:00","Nov","11","3","08-11-2020 0:00:00","46","09-11-2020 0:00:00","5"
"Omnify","Personal Trainer","14","1","","2","GetApp","AUSTRALIA","","0","","09-11-2020 0:00:00","Nov","11","3","08-11-2020 0:00:00","46","09-11-2020 0:00:00","5"
"Omnify","Coaching","10","1","","2","Capterra","AUSTRALIA","","0","","10-11-2020 0:00:00","Nov","11","3","08-11-2020 0:00:00","46","09-11-2020 0:00:00","5"
"Omnify","Personal Trainer","14","1","","2","GetApp","AUSTRALIA","","0","","10-11-2020 0:00:00","Nov","11","3","08-11-2020 0:00:00","46","09-11-2020 0:00:00","5"
"Omnify","Reservations","13","1","","2","GetApp","AUSTRALIA","","0","","10-11-2020 0:00:00","Nov","11","3","08-11-2020 0:00:00","46","09-11-2020 0:00:00","5"
"Omnify","Personal Trainer","15","1","","2","GetApp","AUSTRALIA","","0","","12-11-2020 0:00:00","Nov","11","3","08-11-2020 0:00:00","46","09-11-2020 0:00:00","5"
"Omnify","Reservations","19","1","","2","GetApp","AUSTRALIA","","0","","14-11-2020 0:00:00","Nov","11","3","08-11-2020 0:00:00","46","09-11-2020 0:00:00","5"
"Omnify","Personal Trainer","16","1","","2","GetApp","AUSTRALIA","","0","","15-11-2020 0:00:00","Nov","11","3","08-11-2020 0:00:00","47","09-11-2020 0:00:00","5"
"Omnify","Club Management","22","1","","2","GetApp","AUSTRALIA","","0","","17-11-2020 0:00:00","Nov","11","3","15-11-2020 0:00:00","47","16-11-2020 0:00:00","6"
"Omnify","Membership Management","30","1","","2","Capterra","AUSTRALIA","","0","","17-11-2020 0:00:00","Nov","11","3","15-11-2020 0:00:00","47","16-11-2020 0:00:00","6"
"Omnify","Reservations","18","1","","2","GetApp","AUSTRALIA","","0","","17-11-2020 0:00:00","Nov","11","3","15-11-2020 0:00:00","47","16-11-2020 0:00:00","6"
"Omnify","Venue Management","7","1","","2","Capterra","AUSTRALIA","","0","","17-11-2020 0:00:00","Nov","11","3","15-11-2020 0:00:00","47","16-11-2020 0:00:00","6"
"Omnify","Membership Management","29","1","","2","Capterra","AUSTRALIA","","0","","19-11-2020 0:00:00","Nov","11","3","15-11-2020 0:00:00","47","16-11-2020 0:00:00","6"
"Omnify","Club Management","22","1","","2","GetApp","AUSTRALIA","","0","","20-11-2020 0:00:00","Nov","11","3","15-11-2020 0:00:00","47","16-11-2020 0:00:00","6"
"Omnify","Coaching","11","1","","2","Capterra","AUSTRALIA","","0","","22-11-2020 0:00:00","Nov","11","3","15-11-2020 0:00:00","48","16-11-2020 0:00:00","6"
"Omnify","Scheduling","38","1","","2","GetApp","AUSTRALIA","","0","","22-11-2020 0:00:00","Nov","11","3","15-11-2020 0:00:00","48","16-11-2020 0:00:00","6"
"Omnify","Swim School","5","1","","2","Capterra","AUSTRALIA","","0","","22-11-2020 0:00:00","Nov","11","3","15-11-2020 0:00:00","48","16-11-2020 0:00:00","6"
"Omnify","Reservations","16","1","","2","GetApp","AUSTRALIA","","0","","24-11-2020 0:00:00","Nov","11","3","22-11-2020 0:00:00","48","23-11-2020 0:00:00","7"
"Omnify","Dance Studio","21","1","","2","GetApp","AUSTRALIA","","0","","28-11-2020 0:00:00","Nov","11","3","22-11-2020 0:00:00","48","23-11-2020 0:00:00","7"
"Omnify","Reservations","16","1","","2","GetApp","AUSTRALIA","","0","","27-12-2020 0:00:00","Dec","12","4","20-12-2020 0:00:00","53","21-12-2020 0:00:00","11"
"Omnify","Dance Studio","22","1","","2","GetApp","AUSTRALIA","","0","","29-12-2020 0:00:00","Dec","12","4","27-12-2020 0:00:00","53","28-12-2020 0:00:00","12"
"Omnify","Dance Studio","22","1","","2","GetApp","AUSTRALIA","","0","","01-01-2021 0:00:00","Jan","1","5","27-12-2020 0:00:00","1","28-12-2020 0:00:00","12"
"Omnify","Yoga Studio","19","1","","2","Capterra","AUSTRALIA","","0","","03-01-2021 0:00:00","Jan","1","5","27-12-2020 0:00:00","2","28-12-2020 0:00:00","12"
"Omnify","Scheduling","39","1","","2","GetApp","AUSTRALIA","","0","","06-01-2021 0:00:00","Jan","1","5","03-01-2021 0:00:00","2","04-01-2021 0:00:00","13"
"Omnify","Fitness","22","1","","2","Capterra","AUSTRALIA","","0","","07-01-2021 0:00:00","Jan","1","5","03-01-2021 0:00:00","2","04-01-2021 0:00:00","13"
"Omnify","Dance Studio","21","1","","2","Capterra","AUSTRALIA","","0","","10-01-2021 0:00:00","Jan","1","5","03-01-2021 0:00:00","3","04-01-2021 0:00:00","13"
"Omnify","Reservations","17","1","","2","GetApp","AUSTRALIA","","0","","10-01-2021 0:00:00","Jan","1","5","03-01-2021 0:00:00","3","04-01-2021 0:00:00","13"
"Omnify","Fitness","21","1","","2","Capterra","AUSTRALIA","","0","","12-01-2021 0:00:00","Jan","1","5","10-01-2021 0:00:00","3","11-01-2021 0:00:00","14"
"Omnify","Reservations","16","1","","2","GetApp","AUSTRALIA","","0","","12-01-2021 0:00:00","Jan","1","5","10-01-2021 0:00:00","3","11-01-2021 0:00:00","14"
"Omnify","Parks and Recreation","1","1","","2","GetApp","AUSTRALIA","","0","","13-01-2021 0:00:00","Jan","1","5","10-01-2021 0:00:00","3","11-01-2021 0:00:00","14"
"Omnify","Scheduling","44","1","","2","Capterra","AUSTRALIA","","0","","13-01-2021 0:00:00","Jan","1","5","10-01-2021 0:00:00","3","11-01-2021 0:00:00","14"
"Omnify","Yoga Studio","13","1","","2","Capterra","AUSTRALIA","","0","","13-01-2021 0:00:00","Jan","1","5","10-01-2021 0:00:00","3","11-01-2021 0:00:00","14"
"Omnify","Yoga Studio","17","1","","2","GetApp","AUSTRALIA","","0","","15-01-2021 0:00:00","Jan","1","5","10-01-2021 0:00:00","3","11-01-2021 0:00:00","14"
"Omnify","Reservations","14","1","","2","GetApp","AUSTRALIA","","0","","18-01-2021 0:00:00","Jan","1","5","17-01-2021 0:00:00","4","18-01-2021 0:00:00","15"
"Omnify","Membership Management","26","1","","2","Capterra","AUSTRALIA","","0","","20-01-2021 0:00:00","Jan","1","5","17-01-2021 0:00:00","4","18-01-2021 0:00:00","15"
"Omnify","Membership Management","26","1","","2","Capterra","AUSTRALIA","","0","","23-01-2021 0:00:00","Jan","1","5","17-01-2021 0:00:00","4","18-01-2021 0:00:00","15"
"Omnify","Dance Studio","20","1","","2","Capterra","AUSTRALIA","","0","","26-01-2021 0:00:00","Jan","1","5","24-01-2021 0:00:00","5","25-01-2021 0:00:00","16"
"Omnify","Reservations","14","1","","2","GetApp","AUSTRALIA","","0","","27-01-2021 0:00:00","Jan","1","5","24-01-2021 0:00:00","5","25-01-2021 0:00:00","16"
"Omnify","Class Registration","5","1","","2","Capterra","AUSTRALIA","","0","","30-01-2021 0:00:00","Jan","1","5","24-01-2021 0:00:00","5","25-01-2021 0:00:00","16"
"Omnify","Class Registration","7","1","","2","Capterra","AUSTRALIA","","0","","02-02-2021 0:00:00","Feb","2","6","31-01-2021 0:00:00","6","01-02-2021 0:00:00","17"
"Omnify","Parks and Recreation","2","1","","2","Capterra","AUSTRALIA","","0","","02-02-2021 0:00:00","Feb","2","6","31-01-2021 0:00:00","6","01-02-2021 0:00:00","17"
"Omnify","Reservations","20","1","","2","GetApp","AUSTRALIA","","0","","03-02-2021 0:00:00","Feb","2","6","31-01-2021 0:00:00","6","01-02-2021 0:00:00","17"
"Omnify","Coaching","1","1","","2","GetApp","AUSTRALIA","","0","","04-02-2021 0:00:00","Feb","2","6","31-01-2021 0:00:00","6","01-02-2021 0:00:00","17"
"Omnify","Reservations","20","1","","2","GetApp","AUSTRALIA","","0","","05-02-2021 0:00:00","Feb","2","6","31-01-2021 0:00:00","6","01-02-2021 0:00:00","17"
"Omnify","Parks and Recreation","1","1","","2","GetApp","AUSTRALIA","","0","","07-02-2021 0:00:00","Feb","2","6","31-01-2021 0:00:00","7","01-02-2021 0:00:00","17"
"Omnify","Parks and Recreation","1","1","","2","GetApp","AUSTRALIA","","0","","08-02-2021 0:00:00","Feb","2","6","07-02-2021 0:00:00","7","08-02-2021 0:00:00","18"
"Omnify","Parks and Recreation","2","1","","2","Capterra","AUSTRALIA","","0","","09-02-2021 0:00:00","Feb","2","6","07-02-2021 0:00:00","7","08-02-2021 0:00:00","18"
"Omnify","Membership Management","31","1","","2","Capterra","AUSTRALIA","","0","","10-02-2021 0:00:00","Feb","2","6","07-02-2021 0:00:00","7","08-02-2021 0:00:00","18"
"Omnify","Scheduling","44","1","","2","Capterra","AUSTRALIA","","0","","10-02-2021 0:00:00","Feb","2","6","07-02-2021 0:00:00","7","08-02-2021 0:00:00","18"
"Omnify","Class Registration","7","1","","2","Capterra","AUSTRALIA","","0","","14-02-2021 0:00:00","Feb","2","6","07-02-2021 0:00:00","8","08-02-2021 0:00:00","18"
"Omnify","Membership Management","26","1","","2","GetApp","AUSTRALIA","","0","","17-02-2021 0:00:00","Feb","2","6","14-02-2021 0:00:00","8","15-02-2021 0:00:00","19"
"Omnify","Class Registration","1","1","","2","Capterra","AUSTRALIA","","0","","18-02-2021 0:00:00","Feb","2","6","14-02-2021 0:00:00","8","15-02-2021 0:00:00","19"
"Omnify","Coaching","10","1","","2","GetApp","AUSTRALIA","","0","","18-02-2021 0:00:00","Feb","2","6","14-02-2021 0:00:00","8","15-02-2021 0:00:00","19"
"Omnify","Coaching","10","1","","2","GetApp","AUSTRALIA","","0","","20-02-2021 0:00:00","Feb","2","6","14-02-2021 0:00:00","8","15-02-2021 0:00:00","19"
"Omnify","Membership Management","25","1","","2","GetApp","AUSTRALIA","","0","","20-02-2021 0:00:00","Feb","2","6","14-02-2021 0:00:00","8","15-02-2021 0:00:00","19"
"Omnify","Coaching","10","1","","2","Capterra","AUSTRALIA","","0","","23-02-2021 0:00:00","Feb","2","6","21-02-2021 0:00:00","9","22-02-2021 0:00:00","20"
"Omnify","Reservations","15","1","","2","GetApp","AUSTRALIA","","0","","23-02-2021 0:00:00","Feb","2","6","21-02-2021 0:00:00","9","22-02-2021 0:00:00","20"
"Omnify","Reservations","14","1","","2","GetApp","AUSTRALIA","","0","","24-02-2021 0:00:00","Feb","2","6","21-02-2021 0:00:00","9","22-02-2021 0:00:00","20"
"Omnify","Coaching","13","1","","2","GetApp","AUSTRALIA","","0","","01-03-2021 0:00:00","Mar","3","7","28-02-2021 0:00:00","10","01-03-2021 0:00:00","21"
"Omnify","Parks and Recreation","2","1","","2","Capterra","AUSTRALIA","","0","","02-03-2021 0:00:00","Mar","3","7","28-02-2021 0:00:00","10","01-03-2021 0:00:00","21"
"Omnify","Yoga Studio","18","1","","2","Capterra","AUSTRALIA","","0","","02-03-2021 0:00:00","Mar","3","7","28-02-2021 0:00:00","10","01-03-2021 0:00:00","21"
"Omnify","Class Registration","7","1","","2","Capterra","AUSTRALIA","","0","","04-03-2021 0:00:00","Mar","3","7","28-02-2021 0:00:00","10","01-03-2021 0:00:00","21"
"Omnify","Coaching","11","1","","2","GetApp","AUSTRALIA","","0","","10-03-2021 0:00:00","Mar","3","7","07-03-2021 0:00:00","11","08-03-2021 0:00:00","22"
"Omnify","Fitness","19","1","","2","GetApp","AUSTRALIA","","0","","12-03-2021 0:00:00","Mar","3","7","07-03-2021 0:00:00","11","08-03-2021 0:00:00","22"
"Omnify","Reservations","22","1","","2","GetApp","AUSTRALIA","","0","","12-03-2021 0:00:00","Mar","3","7","07-03-2021 0:00:00","11","08-03-2021 0:00:00","22"
"Omnify","Reservations","22","1","","2","Capterra","AUSTRALIA","","0","","14-03-2021 0:00:00","Mar","3","7","07-03-2021 0:00:00","12","08-03-2021 0:00:00","22"
"Omnify","Yoga Studio","18","1","","2","GetApp","AUSTRALIA","","0","","14-03-2021 0:00:00","Mar","3","7","07-03-2021 0:00:00","12","08-03-2021 0:00:00","22"
"Omnify","Class Registration","7","1","","2","GetApp","AUSTRALIA","","0","","15-03-2021 0:00:00","Mar","3","7","14-03-2021 0:00:00","12","15-03-2021 0:00:00","23"
"Omnify","Class Registration","7","1","","2","Capterra","AUSTRALIA","","0","","17-03-2021 0:00:00","Mar","3","7","14-03-2021 0:00:00","12","15-03-2021 0:00:00","23"
"Omnify","Class Registration","1","1","","2","Software Advice","AUSTRALIA","","0","","18-03-2021 0:00:00","Mar","3","7","14-03-2021 0:00:00","12","15-03-2021 0:00:00","23"
"Omnify","Class Registration","7","1","","2","GetApp","AUSTRALIA","","0","","18-03-2021 0:00:00","Mar","3","7","14-03-2021 0:00:00","12","15-03-2021 0:00:00","23"
"Omnify","Scheduling","4","1","","2","Capterra","AUSTRALIA","","0","","21-03-2021 0:00:00","Mar","3","7","14-03-2021 0:00:00","13","15-03-2021 0:00:00","23"
"Omnify","Dance Studio","19","1","","2","GetApp","AUSTRALIA","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Dance Studio","19","1","","2","GetApp","AUSTRALIA","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Parks and Recreation","1","1","","2","GetApp","AUSTRALIA","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Scheduling","38","1","","2","GetApp","AUSTRALIA","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Membership Management","23","1","","2","GetApp","AUSTRALIA","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Club Management","19","1","","2","Capterra","AUSTRALIA","","0","","04-01-2021 0:00:00","Jan","1","5","03-01-2021 0:00:00","2","04-01-2021 0:00:00","13"
"Omnify","Parks and Recreation","1","1","","2","GetApp","AUSTRALIA","","0","","04-03-2021 0:00:00","Mar","3","7","28-02-2021 0:00:00","10","01-03-2021 0:00:00","21"
"Omnify","Coaching","12","1","","2","GetApp","AUSTRALIA","","0","","04-07-2021 0:00:00","Jul","7","11","27-06-2021 0:00:00","28","28-06-2021 0:00:00","27"
"Omnify","Membership Management","28","1","","2","GetApp","AUSTRALIA","","0","","04-08-2021 0:00:00","Aug","8","12","01-08-2021 0:00:00","32","02-08-2021 0:00:00","28"
"Omnify","Scheduling","43","1","","2","Capterra","AUSTRALIA","","0","","04-09-2021 0:00:00","Sep","9","13","29-08-2021 0:00:00","36","30-08-2021 0:00:00","29"
"Omnify","Class Registration","7","1","","2","GetApp","AUSTRALIA","","0","","04-10-2021 0:00:00","Oct","10","14","03-10-2021 0:00:00","41","04-10-2021 0:00:00","30"
"Omnify","Parks and Recreation","1","1","","2","GetApp","AUSTRALIA","","0","","04-12-2021 0:00:00","Dec","12","16","28-11-2021 0:00:00","49","29-11-2021 0:00:00","32"
"Omnify","Membership Management","27","1","","2","GetApp","AUSTRALIA","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Membership Management","27","1","","2","GetApp","AUSTRALIA","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Class Registration","7","1","","2","Software Advice","AUSTRALIA","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Parks and Recreation","1","1","","2","GetApp","AUSTRALIA","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Class Registration","7","1","","2","Capterra","AUSTRALIA","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Parks and Recreation","1","1","","2","GetApp","AUSTRALIA","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Coaching","10","1","","2","GetApp","AUSTRALIA","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Reservations","20","1","","2","GetApp","AUSTRALIA","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Swim School","7","1","","2","Capterra","AUSTRALIA","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Parks and Recreation","1","1","","2","GetApp","AUSTRALIA","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Reservations","20","1","","2","GetApp","AUSTRALIA","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Reservations","18","1","","2","GetApp","AUSTRALIA","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Parks and Recreation","1","1","","2","GetApp","AUSTRALIA","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Scheduling","42","1","","2","Capterra","AUSTRALIA","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Personal Trainer","24","1","","2","GetApp","CANADA","","0","","21-10-2020 0:00:00","Oct","10","2","18-10-2020 0:00:00","43","19-10-2020 0:00:00","2"
"Omnify","Scheduling","47","1","","2","GetApp","CANADA","","0","","21-10-2020 0:00:00","Oct","10","2","18-10-2020 0:00:00","43","19-10-2020 0:00:00","2"
"Omnify","Camp Management","1","1","","2","Software Advice","CANADA","","0","","23-10-2020 0:00:00","Oct","10","2","18-10-2020 0:00:00","43","19-10-2020 0:00:00","2"
"Omnify","Coaching","13","1","","2","Capterra","CANADA","","0","","24-10-2020 0:00:00","Oct","10","2","18-10-2020 0:00:00","43","19-10-2020 0:00:00","2"
"Omnify","Reservations","27","1","","2","GetApp","CANADA","","0","","24-10-2020 0:00:00","Oct","10","2","18-10-2020 0:00:00","43","19-10-2020 0:00:00","2"
"Omnify","Personal Trainer","23","1","","2","GetApp","CANADA","","0","","25-10-2020 0:00:00","Oct","10","2","18-10-2020 0:00:00","44","19-10-2020 0:00:00","2"
"Omnify","Dance Studio","22","1","","2","Capterra","CANADA","","0","","27-10-2020 0:00:00","Oct","10","2","25-10-2020 0:00:00","44","26-10-2020 0:00:00","3"
"Omnify","Parks and Recreation","7","1","","2","GetApp","CANADA","","0","","27-10-2020 0:00:00","Oct","10","2","25-10-2020 0:00:00","44","26-10-2020 0:00:00","3"
"Omnify","Scheduling","39","1","","2","GetApp","CANADA","","0","","27-10-2020 0:00:00","Oct","10","2","25-10-2020 0:00:00","44","26-10-2020 0:00:00","3"
"Omnify","Personal Trainer","18","1","","2","GetApp","CANADA","","0","","29-10-2020 0:00:00","Oct","10","2","25-10-2020 0:00:00","44","26-10-2020 0:00:00","3"
"Omnify","Venue Management","8","1","","2","GetApp","CANADA","","0","","29-10-2020 0:00:00","Oct","10","2","25-10-2020 0:00:00","44","26-10-2020 0:00:00","3"
"Omnify","Personal Trainer","17","1","","2","GetApp","CANADA","","0","","30-10-2020 0:00:00","Oct","10","2","25-10-2020 0:00:00","44","26-10-2020 0:00:00","3"
"Omnify","Swim School","6","1","","2","GetApp","CANADA","","0","","30-10-2020 0:00:00","Oct","10","2","25-10-2020 0:00:00","44","26-10-2020 0:00:00","3"
"Omnify","Venue Management","8","1","","2","GetApp","CANADA","","0","","01-11-2020 0:00:00","Nov","11","3","25-10-2020 0:00:00","45","26-10-2020 0:00:00","3"
"Omnify","Class Registration","11","1","","2","Capterra","CANADA","","0","","03-11-2020 0:00:00","Nov","11","3","01-11-2020 0:00:00","45","02-11-2020 0:00:00","4"
"Omnify","Coaching","13","1","","2","Capterra","CANADA","","0","","04-11-2020 0:00:00","Nov","11","3","01-11-2020 0:00:00","45","02-11-2020 0:00:00","4"
"Omnify","Spa","22","1","","2","Capterra","CANADA","","0","","06-11-2020 0:00:00","Nov","11","3","01-11-2020 0:00:00","45","02-11-2020 0:00:00","4"
"Omnify","Dance Studio","23","1","","2","GetApp","CANADA","","0","","12-11-2020 0:00:00","Nov","11","3","08-11-2020 0:00:00","46","09-11-2020 0:00:00","5"
"Omnify","Personal Trainer","24","1","","2","Capterra","CANADA","","0","","12-11-2020 0:00:00","Nov","11","3","08-11-2020 0:00:00","46","09-11-2020 0:00:00","5"
"Omnify","Personal Trainer","21","1","","2","GetApp","CANADA","","0","","14-11-2020 0:00:00","Nov","11","3","08-11-2020 0:00:00","46","09-11-2020 0:00:00","5"
"Omnify","Personal Trainer","23","1","","2","Capterra","CANADA","","0","","15-11-2020 0:00:00","Nov","11","3","08-11-2020 0:00:00","47","09-11-2020 0:00:00","5"
"Omnify","Personal Trainer","21","1","","2","GetApp","CANADA","","0","","15-11-2020 0:00:00","Nov","11","3","08-11-2020 0:00:00","47","09-11-2020 0:00:00","5"
"Omnify","Venue Management","11","1","","2","Capterra","CANADA","","0","","16-11-2020 0:00:00","Nov","11","3","15-11-2020 0:00:00","47","16-11-2020 0:00:00","6"
"Omnify","Parks and Recreation","1","1","","2","Capterra","CANADA","","0","","17-11-2020 0:00:00","Nov","11","3","15-11-2020 0:00:00","47","16-11-2020 0:00:00","6"
"Omnify","Personal Trainer","21","1","","2","GetApp","CANADA","","0","","18-11-2020 0:00:00","Nov","11","3","15-11-2020 0:00:00","47","16-11-2020 0:00:00","6"
"Omnify","Personal Trainer","20","1","","2","GetApp","CANADA","","0","","19-11-2020 0:00:00","Nov","11","3","15-11-2020 0:00:00","47","16-11-2020 0:00:00","6"
"Omnify","Coaching","12","1","","2","Capterra","CANADA","","0","","20-11-2020 0:00:00","Nov","11","3","15-11-2020 0:00:00","47","16-11-2020 0:00:00","6"
"Omnify","Membership Management","45","1","","2","GetApp","CANADA","","0","","20-11-2020 0:00:00","Nov","11","3","15-11-2020 0:00:00","47","16-11-2020 0:00:00","6"
"Omnify","Camp Management","8","1","","2","GetApp","CANADA","","0","","21-11-2020 0:00:00","Nov","11","3","15-11-2020 0:00:00","47","16-11-2020 0:00:00","6"
"Omnify","Coaching","12","1","","2","Capterra","CANADA","","0","","21-11-2020 0:00:00","Nov","11","3","15-11-2020 0:00:00","47","16-11-2020 0:00:00","6"
"Omnify","Camp Management","8","1","","2","GetApp","CANADA","","0","","22-11-2020 0:00:00","Nov","11","3","15-11-2020 0:00:00","48","16-11-2020 0:00:00","6"
"Omnify","Membership Management","46","1","","2","GetApp","CANADA","","0","","25-11-2020 0:00:00","Nov","11","3","22-11-2020 0:00:00","48","23-11-2020 0:00:00","7"
"Omnify","Reservations","28","1","","2","GetApp","CANADA","","0","","27-11-2020 0:00:00","Nov","11","3","22-11-2020 0:00:00","48","23-11-2020 0:00:00","7"
"Omnify","Class Registration","11","1","","2","Capterra","CANADA","","0","","01-12-2020 0:00:00","Dec","12","4","29-11-2020 0:00:00","49","30-11-2020 0:00:00","8"
"Omnify","Coaching","12","1","","2","Capterra","CANADA","","0","","06-01-2021 0:00:00","Jan","1","5","03-01-2021 0:00:00","2","04-01-2021 0:00:00","13"
"Omnify","Parks and Recreation","9","1","","2","GetApp","CANADA","","0","","07-01-2021 0:00:00","Jan","1","5","03-01-2021 0:00:00","2","04-01-2021 0:00:00","13"
"Omnify","Yoga Studio","24","1","","2","Capterra","CANADA","","0","","13-01-2021 0:00:00","Jan","1","5","10-01-2021 0:00:00","3","11-01-2021 0:00:00","14"
"Omnify","Parks and Recreation","9","1","","2","GetApp","CANADA","","0","","14-01-2021 0:00:00","Jan","1","5","10-01-2021 0:00:00","3","11-01-2021 0:00:00","14"
"Omnify","Parks and Recreation","9","1","","2","GetApp","CANADA","","0","","20-01-2021 0:00:00","Jan","1","5","17-01-2021 0:00:00","4","18-01-2021 0:00:00","15"
"Omnify","Parks and Recreation","12","1","","2","Capterra","CANADA","","0","","20-01-2021 0:00:00","Jan","1","5","17-01-2021 0:00:00","4","18-01-2021 0:00:00","15"
"Omnify","Coaching","1","1","","2","GetApp","CANADA","","0","","21-01-2021 0:00:00","Jan","1","5","17-01-2021 0:00:00","4","18-01-2021 0:00:00","15"
"Omnify","Coaching","11","1","","2","GetApp","CANADA","","0","","25-01-2021 0:00:00","Jan","1","5","24-01-2021 0:00:00","5","25-01-2021 0:00:00","16"
"Omnify","Coaching","12","1","","2","Capterra","CANADA","","0","","25-01-2021 0:00:00","Jan","1","5","24-01-2021 0:00:00","5","25-01-2021 0:00:00","16"
"Omnify","Reservations","26","1","","2","GetApp","CANADA","","0","","28-01-2021 0:00:00","Jan","1","5","24-01-2021 0:00:00","5","25-01-2021 0:00:00","16"
"Omnify","Scheduling","45","1","","2","GetApp","CANADA","","0","","28-01-2021 0:00:00","Jan","1","5","24-01-2021 0:00:00","5","25-01-2021 0:00:00","16"
"Omnify","Parks and Recreation","10","1","","2","Capterra","CANADA","","0","","29-01-2021 0:00:00","Jan","1","5","24-01-2021 0:00:00","5","25-01-2021 0:00:00","16"
"Omnify","Coaching","9","1","","2","Capterra","CANADA","","0","","30-01-2021 0:00:00","Jan","1","5","24-01-2021 0:00:00","5","25-01-2021 0:00:00","16"
"Omnify","Fitness","21","1","","2","Capterra","CANADA","","0","","30-01-2021 0:00:00","Jan","1","5","24-01-2021 0:00:00","5","25-01-2021 0:00:00","16"
"Omnify","Reservations","25","1","","2","GetApp","CANADA","","0","","30-01-2021 0:00:00","Jan","1","5","24-01-2021 0:00:00","5","25-01-2021 0:00:00","16"
"Omnify","Reservations","25","1","","2","GetApp","CANADA","","0","","31-01-2021 0:00:00","Jan","1","5","24-01-2021 0:00:00","6","25-01-2021 0:00:00","16"
"Omnify","Membership Management","68","1","","2","Capterra","CANADA","","0","","03-02-2021 0:00:00","Feb","2","6","31-01-2021 0:00:00","6","01-02-2021 0:00:00","17"
"Omnify","Scheduling","6","1","","2","Capterra","CANADA","","0","","03-02-2021 0:00:00","Feb","2","6","31-01-2021 0:00:00","6","01-02-2021 0:00:00","17"
"Omnify","Coaching","11","1","","2","Capterra","CANADA","","0","","04-02-2021 0:00:00","Feb","2","6","31-01-2021 0:00:00","6","01-02-2021 0:00:00","17"
"Omnify","Membership Management","51","1","","2","GetApp","CANADA","","0","","04-02-2021 0:00:00","Feb","2","6","31-01-2021 0:00:00","6","01-02-2021 0:00:00","17"
"Omnify","Membership Management","65","1","","2","Capterra","CANADA","","0","","05-02-2021 0:00:00","Feb","2","6","31-01-2021 0:00:00","6","01-02-2021 0:00:00","17"
"Omnify","Parks and Recreation","9","1","","2","GetApp","CANADA","","0","","05-02-2021 0:00:00","Feb","2","6","31-01-2021 0:00:00","6","01-02-2021 0:00:00","17"
"Omnify","Parks and Recreation","9","1","","2","Capterra","CANADA","","0","","05-02-2021 0:00:00","Feb","2","6","31-01-2021 0:00:00","6","01-02-2021 0:00:00","17"
"Omnify","Coaching","11","1","","2","Capterra","CANADA","","0","","09-02-2021 0:00:00","Feb","2","6","07-02-2021 0:00:00","7","08-02-2021 0:00:00","18"
"Omnify","Scheduling","51","1","","2","GetApp","CANADA","","0","","10-02-2021 0:00:00","Feb","2","6","07-02-2021 0:00:00","7","08-02-2021 0:00:00","18"
"Omnify","Membership Management","46","1","","2","GetApp","CANADA","","0","","14-02-2021 0:00:00","Feb","2","6","07-02-2021 0:00:00","8","08-02-2021 0:00:00","18"
"Omnify","Membership Management","46","1","","2","GetApp","CANADA","","0","","17-02-2021 0:00:00","Feb","2","6","14-02-2021 0:00:00","8","15-02-2021 0:00:00","19"
"Omnify","Reservations","28","1","","2","GetApp","CANADA","","0","","17-02-2021 0:00:00","Feb","2","6","14-02-2021 0:00:00","8","15-02-2021 0:00:00","19"
"Omnify","Scheduling","54","1","","2","Capterra","CANADA","","0","","17-02-2021 0:00:00","Feb","2","6","14-02-2021 0:00:00","8","15-02-2021 0:00:00","19"
